genes	Symbol	logFC	logCPM	LR	PValue	FDR	threshold
ALKBH4	ENSG00000160993	ALKBH4	-1.02201903859866	5.07156214611302	22.8196999896271	1.77932459540618e-06	9.10630769366128e-06	TRUE
USP34	ENSG00000115464	USP34	1.08585716401324	8.38365831642804	22.8070324738803	1.79109111689128e-06	9.16211994409768e-06	TRUE
C6orf62	ENSG00000112308	C6orf62	1.03725711472493	8.26327534629707	22.7920748025037	1.80508543752978e-06	9.22926912797543e-06	TRUE
PROS1	ENSG00000184500	PROS1	-1.31191728257768	5.23713043276157	22.7903954670305	1.80666344764709e-06	9.23290061621758e-06	TRUE
RNF144A	ENSG00000151692	RNF144A	-1.24562594431983	5.34939602360381	22.7750194910471	1.82117618013169e-06	9.29367604633148e-06	TRUE
EPS8	ENSG00000151491	EPS8	-1.31376652957204	5.86841974413713	22.7659392293267	1.82980151540049e-06	9.32427592138949e-06	TRUE
FKBP9	ENSG00000122642	FKBP9	-1.280217483672	5.19643216042412	22.7595788962844	1.8358675843896e-06	9.35070899851857e-06	TRUE
ADGRE3	ENSG00000131355	ADGRE3	1.24754029187523	6.56100432024718	22.7500178870863	1.84502422289336e-06	9.3928505892753e-06	TRUE
DTX3	ENSG00000178498	DTX3	-1.09320690117921	5.26010837976572	22.7444717083327	1.85035681337386e-06	9.41549330191193e-06	TRUE
SFXN2	ENSG00000156398	SFXN2	-1.20347156831482	5.16582810991707	22.7241398248202	1.87003826393373e-06	9.51109327354442e-06	TRUE
TNIP2	ENSG00000168884	TNIP2	1.00055791427386	6.29766752710082	22.7162064429198	1.87777468341906e-06	9.54587798928754e-06	TRUE
TNFRSF10D	ENSG00000173530	TNFRSF10D	1.11662989345527	6.30157942358104	22.6893176525291	1.90423551083318e-06	9.6665390435425e-06	TRUE
SLC7A7	ENSG00000155465	SLC7A7	1.04146924869883	7.55145980434388	22.6877599044328	1.90577987759727e-06	9.66976533029802e-06	TRUE
H2AC19	ENSG00000272196	H2AC19	1.45496377974079	6.66318364314848	22.6714640984581	1.92201121266219e-06	9.74282958681547e-06	TRUE
SVIP	ENSG00000198168	SVIP	-1.05337870494808	5.14135566943091	22.6215312878103	1.97261504461244e-06	9.98982583278264e-06	TRUE
ZSCAN12	ENSG00000158691	ZSCAN12	-1.06549607180391	5.24545988422688	22.5949609811922	2.000085029458e-06	1.01193079949753e-05	TRUE
MME	ENSG00000196549	MME	1.53330046595772	6.31292543857344	22.5638644967505	2.03272221100532e-06	1.02697836301503e-05	TRUE
PPP2R2D	ENSG00000175470	PPP2R2D	1.05092556664296	6.48091853826522	22.538681189085	2.05954437231464e-06	1.04003569631835e-05	TRUE
ABCB6	ENSG00000115657	ABCB6	-1.16306726717181	5.10989109031293	22.4995909602076	2.10188348155759e-06	1.05890342063318e-05	TRUE
EEF1E1	ENSG00000124802	EEF1E1	-1.13722914747525	5.01431486735948	22.4946108712147	2.10733981145792e-06	1.06114981514019e-05	TRUE
SHMT1	ENSG00000176974	SHMT1	-1.12454607057679	5.33996885210705	22.4934562628286	2.10860686154642e-06	1.06128557269886e-05	TRUE
ATP6V0E2	ENSG00000171130	ATP6V0E2	-1.00192085332999	5.72886569664005	22.492418981137	2.10974581073284e-06	1.06135675773983e-05	TRUE
ZNF74	ENSG00000185252	ZNF74	-1.19922126433784	5.21199781792433	22.4732115290441	2.13094772160198e-06	1.07101009720572e-05	TRUE
PGBD4	ENSG00000182405	PGBD4	-1.08235833356223	5.11726831539193	22.4636062842301	2.1416303912658e-06	1.07485600769189e-05	TRUE
SUPT3H	ENSG00000196284	SUPT3H	-1.26170080401532	5.0663479954694	22.4565083467568	2.14955901077727e-06	1.07832663246912e-05	TRUE
MIPEP	ENSG00000027001	MIPEP	-1.18059234812799	5.03481881867957	22.4411125615799	2.16685793767237e-06	1.08649238722121e-05	TRUE
RRAGC	ENSG00000116954	RRAGC	1.15424533825462	6.23760556080098	22.4393401328496	2.16885840751311e-06	1.08698320564953e-05	TRUE
SETD6	ENSG00000103037	SETD6	-1.11403305190013	5.1194957218664	22.4358133331288	2.1728444788646e-06	1.08846823235025e-05	TRUE
NFIX	ENSG00000008441	NFIX	-1.41097147223856	5.34922960961998	22.4329690211619	2.17606453945562e-06	1.08949706653428e-05	TRUE
FOS	ENSG00000170345	FOS	1.40806943825661	9.19057319419609	22.4321909722801	2.17694620625176e-06	1.08949706653428e-05	TRUE
ZNF568	ENSG00000198453	ZNF568	-1.11979613705952	5.11038232747382	22.4296264168993	2.17985483847753e-06	1.09043984397748e-05	TRUE
PTRHD1	ENSG00000184924	PTRHD1	-1.10112577781491	5.09641486577649	22.413384887162	2.19836617719444e-06	1.09866679780878e-05	TRUE
NSDHL	ENSG00000147383	NSDHL	-1.13381394152476	5.09180760359766	22.4048428639885	2.2081651731993e-06	1.10301132607728e-05	TRUE
WDR1	ENSG00000071127	WDR1	1.06823973275597	8.44447219899577	22.4031004927158	2.21016931127515e-06	1.10301132607728e-05	TRUE
PRXL2A	ENSG00000122378	PRXL2A	-1.11827747920288	5.51830855499139	22.3793023216741	2.23772619782736e-06	1.11571727951655e-05	TRUE
NEU1	ENSG00000204386	NEU1	1.01286996873048	6.91699554516463	22.3643549470077	2.25521034641049e-06	1.12390810706359e-05	TRUE
ZNF608	ENSG00000168916	ZNF608	-1.35174139298749	5.16264908452185	22.3629314846644	2.25688251999704e-06	1.12421488823822e-05	TRUE
TREML2	ENSG00000112195	TREML2	1.25731785395558	6.25183446568219	22.3334584249982	2.29178606139829e-06	1.14000017266376e-05	TRUE
TUBB2B	ENSG00000137285	TUBB2B	-1.5747502835616	5.75451208370468	22.3224681635164	2.3049394760043e-06	1.14547202357243e-05	TRUE
ITPR2	ENSG00000123104	ITPR2	1.05108738158067	8.36472468647246	22.3139717268139	2.31516010418608e-06	1.1494775318964e-05	TRUE
HOMER2	ENSG00000103942	HOMER2	-1.19076664896485	5.10893132385848	22.3056668683217	2.32519421543114e-06	1.15322752655648e-05	TRUE
GGTA1P	ENSG00000204136	GGTA1P	-1.31290445544544	5.08401640624447	22.3044148897064	2.32671066295574e-06	1.15322752655648e-05	TRUE
GUK1	ENSG00000143774	GUK1	1.09303233260611	7.69260163427841	22.2993433906021	2.33286362582293e-06	1.15557118150633e-05	TRUE
LRFN4	ENSG00000173621	LRFN4	-1.2640600993379	5.22885451996471	22.2560545071463	2.38605236711948e-06	1.17972105883603e-05	TRUE
CYFIP2	ENSG00000055163	CYFIP2	1.19676841808614	7.89069890802154	22.2247927304226	2.4252184748731e-06	1.19741645348723e-05	TRUE
DPYD	ENSG00000188641	DPYD	1.01338607294717	8.10024122532848	22.1781487186995	2.48485849278739e-06	1.22402288718786e-05	TRUE
DANCR	ENSG00000226950	DANCR	-1.00788963016765	5.2033169182983	22.1632735275041	2.50418596946299e-06	1.23297263836586e-05	TRUE
ZNF462	ENSG00000148143	ZNF462	-1.35850318053465	5.21900136536436	22.1600413343907	2.50840549416334e-06	1.2344789295975e-05	TRUE
BTN3A1	ENSG00000026950	BTN3A1	1.11677897364093	7.66274203243661	22.1510623039448	2.52016479970904e-06	1.23969271700898e-05	TRUE
CANX	ENSG00000127022	CANX	1.27142765094923	9.37712549064389	22.1274604482061	2.55133918453149e-06	1.25386831055035e-05	TRUE
NUP35	ENSG00000163002	NUP35	-1.20443504992104	5.19399114082691	22.1206468777741	2.56041060886768e-06	1.25716515359262e-05	TRUE
HLA-DQA1	ENSG00000196735	HLA-DQA1	1.29092920789601	8.42612262949553	22.1076792048169	2.57776495300179e-06	1.26451909174454e-05	TRUE
SERPING1	ENSG00000149131	SERPING1	1.22280886520823	6.57988601969334	22.0989906287211	2.58945865317331e-06	1.26908521740046e-05	TRUE
ATP6AP1	ENSG00000071553	ATP6AP1	1.00253134881172	7.61799748843092	22.0351328911416	2.67705177287187e-06	1.30779756030104e-05	TRUE
NUDT15	ENSG00000136159	NUDT15	-1.19433979104357	5.00173865514391	22.0096063263006	2.71289250322855e-06	1.32415084955486e-05	TRUE
BACH2	ENSG00000112182	BACH2	-1.07304898971552	5.53809128596507	22.0095190696969	2.71301583837368e-06	1.32415084955486e-05	TRUE
HDDC3	ENSG00000184508	HDDC3	-1.09255412185555	5.10893740124732	21.9793693855504	2.7559702691047e-06	1.34329255013816e-05	TRUE
RN7SL1	ENSG00000276168	RN7SL1	1.58748923341344	15.8209780671318	21.9784542328989	2.75728470817832e-06	1.34329255013816e-05	TRUE
CMAS	ENSG00000111726	CMAS	-1.0851528050162	5.18881103091249	21.9715658148184	2.7671987891553e-06	1.34632620595685e-05	TRUE
PTK7	ENSG00000112655	PTK7	-1.25332348077209	5.09634002181841	21.9714902670852	2.76730771844702e-06	1.34632620595685e-05	TRUE
CASS4	ENSG00000087589	CASS4	1.03727622962158	6.61293502644262	21.9598790079976	2.78410077939281e-06	1.35325867029417e-05	TRUE
DAAM1	ENSG00000100592	DAAM1	-1.01877288615025	5.47865391644539	21.9560551914033	2.78965341475222e-06	1.3553384626924e-05	TRUE
ZCCHC24	ENSG00000165424	ZCCHC24	-1.12217613013806	5.42954900271157	21.9523270205031	2.79507785838892e-06	1.35735410375436e-05	TRUE
ZNF333	ENSG00000160961	ZNF333	1.0414271706399	6.48701192189658	21.9512583177934	2.79663475858707e-06	1.35749059449664e-05	TRUE
NMT2	ENSG00000152465	NMT2	-1.16964235669161	5.33404010233606	21.9160329571435	2.84844142273298e-06	1.3801191592841e-05	TRUE
ZBTB42	ENSG00000179627	ZBTB42	-1.15198720311885	5.129842905689	21.8493561746923	2.94915537234108e-06	1.42243939989615e-05	TRUE
PTPDC1	ENSG00000158079	PTPDC1	-1.14244754536605	5.04191689644547	21.8212769704003	2.992630441643e-06	1.44192173332249e-05	TRUE
DENND2B	ENSG00000166444	DENND2B	-1.36485426401848	5.19100080373274	21.8158977038455	3.00103227220044e-06	1.44484087675171e-05	TRUE
ARHGDIB	ENSG00000111348	ARHGDIB	1.1654629334667	8.80922304215794	21.8046484541644	3.01867895484498e-06	1.45267951513119e-05	TRUE
LRP1	ENSG00000123384	LRP1	1.27246332469885	9.57928825574654	21.7863628968934	3.04758592206021e-06	1.46526498918756e-05	TRUE
FOXO3	ENSG00000118689	FOXO3	1.11500951390274	7.62962720881827	21.7841242726545	3.05114391059694e-06	1.4663130627259e-05	TRUE
THEM6	ENSG00000130193	THEM6	-1.13078616899612	5.20237828101388	21.7797303581446	3.0581395625305e-06	1.46901150994693e-05	TRUE
EXO5	ENSG00000164002	EXO5	-1.21645547706797	5.07643777862436	21.7296192513405	3.1390701378685e-06	1.50516927746376e-05	TRUE
C10orf88	ENSG00000119965	C10orf88	-1.10022017192242	5.11566773546157	21.7020058507103	3.18458119529836e-06	1.52561656541984e-05	TRUE
HHAT	ENSG00000054392	HHAT	-1.26118885548113	4.99428124665985	21.6820052972926	3.21795802262208e-06	1.54021922450288e-05	TRUE
XPA	ENSG00000136936	XPA	-1.12839623481482	5.12484440218003	21.6577059577152	3.25898127610494e-06	1.55775205650299e-05	TRUE
MMAA	ENSG00000151611	MMAA	-1.1410649881626	5.17424553930769	21.6522427320758	3.2682765583941e-06	1.56149360490854e-05	TRUE
CAMKK1	ENSG00000004660	CAMKK1	1.05723454932147	6.15738595226387	21.6513126594113	3.26986165735911e-06	1.56154973223972e-05	TRUE
MAFK	ENSG00000198517	MAFK	1.09505065557774	6.59378407048825	21.6441661750335	3.28206698958611e-06	1.56597276991911e-05	TRUE
TMEM86B	ENSG00000180089	TMEM86B	-1.1646533742259	5.08186803312808	21.5913061735577	3.37377647483274e-06	1.60684788237334e-05	TRUE
ZNF573	ENSG00000189144	ZNF573	-1.2088663362593	5.1028968212822	21.5700155323267	3.41143711772472e-06	1.6226057636384e-05	TRUE
LPAR2	ENSG00000064547	LPAR2	1.12981129954599	6.24811021417332	21.5353984232391	3.47357336983212e-06	1.64875828032622e-05	TRUE
ARHGAP45	ENSG00000180448	ARHGAP45	1.12595300936983	8.57554634604867	21.5350694744409	3.47416923354453e-06	1.64875828032622e-05	TRUE
PGAP1	ENSG00000197121	PGAP1	-1.0880683481295	5.32087148272624	21.4900799702352	3.55663788587875e-06	1.68488989785173e-05	TRUE
ARSG	ENSG00000141337	ARSG	1.07157151700109	6.42318209763689	21.4860286371194	3.56415996417376e-06	1.68695115742032e-05	TRUE
ZNF16	ENSG00000170631	ZNF16	-1.1186992521635	5.11332639063599	21.4720885110111	3.5901646616818e-06	1.69774897779086e-05	TRUE
BDH1	ENSG00000161267	BDH1	-1.1585585367455	5.06404902195168	21.4648944842305	3.60365919632788e-06	1.7026169559915e-05	TRUE
RARG	ENSG00000172819	RARG	-1.25996981834459	5.06247626762301	21.4249382232245	3.67954075679425e-06	1.73538624345261e-05	TRUE
TIGD2	ENSG00000180346	TIGD2	-1.12803028842703	5.09199088848845	21.3828269936738	3.76125099529948e-06	1.77078365442418e-05	TRUE
MAPK8IP1	ENSG00000121653	MAPK8IP1	-1.4687637526576	5.25637148706557	21.3445928492506	3.83701444060632e-06	1.80246506172412e-05	TRUE
TMCC3	ENSG00000057704	TMCC3	1.11372672377351	6.46474962038195	21.3341998325705	3.85787231865559e-06	1.81146343647376e-05	TRUE
FDXR	ENSG00000161513	FDXR	-1.16833579176347	5.18184379216995	21.3262695275643	3.87386424730297e-06	1.81817007460537e-05	TRUE
OAS3	ENSG00000111331	OAS3	1.38374279805645	8.15061439725947	21.3163849404774	3.8938902644711e-06	1.82595823772466e-05	TRUE
THOC3	ENSG00000051596	THOC3	-1.06332453366385	5.36949939624654	21.2906522379539	3.94651292576893e-06	1.84737780599126e-05	TRUE
PIGU	ENSG00000101464	PIGU	-1.04203084767807	5.13885455177739	21.2601783126705	4.00975503385596e-06	1.87360573707815e-05	TRUE
GNPDA2	ENSG00000163281	GNPDA2	-1.12389766803119	5.13098531100432	21.2596717694138	4.01081480398765e-06	1.87360573707815e-05	TRUE
CTSC	ENSG00000109861	CTSC	1.11446809101271	8.53295181636916	21.2594171469817	4.01134762130078e-06	1.87360573707815e-05	TRUE
ACACB	ENSG00000076555	ACACB	-1.12660887213027	5.23345746384508	21.2253107319273	4.08336375272964e-06	1.90503771764347e-05	TRUE
C9orf85	ENSG00000155621	C9orf85	-1.15663006262558	5.01413914471805	21.2250054753424	4.08401412964733e-06	1.90503771764347e-05	TRUE
BCAS4	ENSG00000124243	BCAS4	-1.20186553304096	5.13069189298266	21.1963599602512	4.14551088947426e-06	1.93118370683039e-05	TRUE
MRPS33	ENSG00000090263	MRPS33	-1.06737791632203	5.21922529035662	21.1601871807617	4.22449677905061e-06	1.96539771443369e-05	TRUE
GSTCD	ENSG00000138780	GSTCD	-1.03086882938829	5.3003138660313	21.144339881827	4.2595745895247e-06	1.98085112030344e-05	TRUE
MIR210HG	ENSG00000247095	MIR210HG	1.32005120747306	6.12889056869451	21.1087192781138	4.33949100083325e-06	2.01713343157998e-05	TRUE
EBAG9	ENSG00000147654	EBAG9	-1.08175849598058	5.1902018447841	21.1023268116461	4.35399122012428e-06	2.02280169277176e-05	TRUE
DPH6	ENSG00000134146	DPH6	-1.1644783639751	5.05023283057054	21.0422817354013	4.49258913201161e-06	2.08283870869732e-05	TRUE
PER1	ENSG00000179094	PER1	1.23008901049141	7.14208222243662	21.013547679538	4.56047186958666e-06	2.11155007364674e-05	TRUE
TMEM242	ENSG00000215712	TMEM242	-1.10757803498499	5.15664947149619	21.0064540778917	4.57738797389502e-06	2.11846054990183e-05	TRUE
IRS2	ENSG00000185950	IRS2	1.34241769750197	6.78961580472051	20.9872516381537	4.6234966386543e-06	2.1370114785092e-05	TRUE
CTNNBIP1	ENSG00000178585	CTNNBIP1	-1.00378139334131	5.42551890401067	20.9744522762258	4.65448891868352e-06	2.15040217519725e-05	TRUE
SLC35E3	ENSG00000175782	SLC35E3	1.08419502522489	5.98852018600852	20.9202931508498	4.78795391081863e-06	2.20808202468676e-05	TRUE
CDKN2AIPNL	ENSG00000237190	CDKN2AIPNL	-1.1602312113809	5.03651754294588	20.9195899822862	4.78971176031676e-06	2.20808202468676e-05	TRUE
GSPT2	ENSG00000189369	GSPT2	-1.14792494616534	5.19944054894382	20.8940194289229	4.8540774850258e-06	2.23388341006377e-05	TRUE
ASGR1	ENSG00000141505	ASGR1	-1.02663053677382	5.0994938094769	20.8687578468502	4.91851787750255e-06	2.26158298256815e-05	TRUE
AKIRIN2	ENSG00000135334	AKIRIN2	1.02550445002633	6.16681556842131	20.861857415501	4.93626917747698e-06	2.26876475370864e-05	TRUE
PCDH12	ENSG00000113555	PCDH12	-1.28706580159894	5.11849354300878	20.8590634428691	4.94347492233253e-06	2.27109556017349e-05	TRUE
SCAF1	ENSG00000126461	SCAF1	1.06801177803407	6.41900609173603	20.8438033407069	4.98301791008881e-06	2.28630058487904e-05	TRUE
CADM1	ENSG00000182985	CADM1	-1.00705157392415	6.02857740804533	20.8228507516804	5.03782934191214e-06	2.30647608424893e-05	TRUE
GSTM2	ENSG00000213366	GSTM2	-1.07755812005485	5.47227278676235	20.7738980390857	5.16825843496939e-06	2.36009741408044e-05	TRUE
C11orf95	ENSG00000188070	C11orf95	-1.07215827923662	5.15826849855059	20.7553946394487	5.2184366689457e-06	2.38198911014939e-05	TRUE
PLPPR2	ENSG00000105520	PLPPR2	1.16578149551454	6.21574857215595	20.7527648018668	5.22560793999442e-06	2.38423964329077e-05	TRUE
ZSCAN2	ENSG00000176371	ZSCAN2	-1.01977630636774	5.13151268055866	20.7498779009514	5.2334915826411e-06	2.38633797956182e-05	TRUE
ACOT2	ENSG00000119673	ACOT2	-1.1103548746894	5.29296124827543	20.7233494900889	5.30649739614267e-06	2.41596629417878e-05	TRUE
GABARAPL2	ENSG00000034713	GABARAPL2	1.12370190017764	6.76168261804415	20.7073660815132	5.35097606021416e-06	2.43413361610426e-05	TRUE
PLAG1	ENSG00000181690	PLAG1	-1.10068162592053	5.13913891026644	20.7044222857059	5.35920877373002e-06	2.43683680993536e-05	TRUE
ZNF738	ENSG00000172687	ZNF738	-1.11999241511222	4.95525637498718	20.6718474187513	5.45116178196902e-06	2.47441814676409e-05	TRUE
NDUFA6-DT	ENSG00000237037	NDUFA6-DT	-1.07946206364782	4.98830339396578	20.6695662986906	5.45765998997186e-06	2.47525585222935e-05	TRUE
KIF5C	ENSG00000168280	KIF5C	-1.47859083521933	5.48373311914052	20.6557219958131	5.49726526188991e-06	2.49109465019202e-05	TRUE
PLA2G4A	ENSG00000116711	PLA2G4A	-1.10272467957435	5.3716339096846	20.6481945882506	5.51892032216041e-06	2.49984300671719e-05	TRUE
SETX	ENSG00000107290	SETX	1.02556381921934	8.72156659652067	20.6408125739754	5.54024026338447e-06	2.50843218733663e-05	TRUE
CCL18	ENSG00000275385	CCL18	1.2360748692985	6.47879537944893	20.6342328341289	5.55931282854509e-06	2.5159969585589e-05	TRUE
CA5BP1	ENSG00000186312	CA5BP1	-1.02511196564777	5.12908343055358	20.6272618515863	5.57959138140417e-06	2.52302814696729e-05	TRUE
HPF1	ENSG00000056050	HPF1	-1.18567012545045	5.07282360597982	20.6189619618759	5.60383256282235e-06	2.53291327393499e-05	TRUE
PEX12	ENSG00000108733	PEX12	-1.24233071982203	4.95455154317858	20.6098104516747	5.63068359342005e-06	2.5439691479401e-05	TRUE
ITGB2	ENSG00000160255	ITGB2	1.29424694646951	10.0541695816554	20.6058762017945	5.64226655167293e-06	2.54812037817487e-05	TRUE
PRLR	ENSG00000113494	PRLR	-1.17274223168672	5.25201064202293	20.5016226064605	5.95807220910846e-06	2.68163656112158e-05	TRUE
AGBL5	ENSG00000084693	AGBL5	-1.03808293481379	5.25085546330665	20.4976918500464	5.97032031599109e-06	2.68601303011185e-05	TRUE
AK6	ENSG00000085231	AK6	-1.11974510799386	5.13662988075313	20.4770402904245	6.03508630063739e-06	2.71171107427288e-05	TRUE
ZNF470	ENSG00000197016	ZNF470	-1.15357897727951	5.14183110973491	20.4529670530145	6.11147383015355e-06	2.74371652121661e-05	TRUE
ERF	ENSG00000105722	ERF	1.05446075727694	6.43374162814475	20.4448545967373	6.13743373566236e-06	2.75304784770015e-05	TRUE
MTURN	ENSG00000180354	MTURN	-1.20435144312041	6.21306225412591	20.4295562784102	6.18668999197103e-06	2.77280461308221e-05	TRUE
LINC02210	ENSG00000204650	LINC02210	-1.18766454489964	5.12864582595407	20.422556254264	6.20936021669418e-06	2.78179337707899e-05	TRUE
SLC39A14	ENSG00000104635	SLC39A14	-1.04417067611692	5.16404555148408	20.4090565559839	6.25331597097491e-06	2.79912839424371e-05	TRUE
EEF1AKMT3	ENSG00000123427	EEF1AKMT3	-1.24885929100354	4.9462302498319	20.3868206591867	6.32639923876335e-06	2.82827260085891e-05	TRUE
AFAP1	ENSG00000196526	AFAP1	-1.35973602500017	5.47608349022631	20.3609245344781	6.41259406177186e-06	2.86409202042841e-05	TRUE
ZNF32	ENSG00000169740	ZNF32	-1.07935223816784	5.25506512927878	20.3540568687598	6.43565008433249e-06	2.87228678260477e-05	TRUE
OPHN1	ENSG00000079482	OPHN1	-1.15342058471833	5.19041429298081	20.3381187313086	6.48947850243961e-06	2.89388312095379e-05	TRUE
OSER1	ENSG00000132823	OSER1	1.0000838798722	6.25048107996821	20.3062732241824	6.59838886492297e-06	2.93384277153282e-05	TRUE
ABHD5	ENSG00000011198	ABHD5	1.04302031831887	6.2418753760669	20.3033277038256	6.60855466058563e-06	2.93590904336664e-05	TRUE
TKT	ENSG00000163931	TKT	1.01767131440992	7.96047250681997	20.2553533135797	6.77635826706122e-06	3.00293427578223e-05	TRUE
CEP170B	ENSG00000099814	CEP170B	-1.19791403819408	5.10883285267838	20.2486323969297	6.80020564015397e-06	3.01206165939099e-05	TRUE
ZNF773	ENSG00000152439	ZNF773	-1.05704884822867	5.08182822494227	20.2479542044952	6.80261669879376e-06	3.01206165939099e-05	TRUE
SLX1B-SULT1A4	ENSG00000260280	SLX1B-SULT1A4	-1.11321674176616	5.04089903358776	20.2126841729349	6.92919602408302e-06	3.06555699360679e-05	TRUE
RPUSD2	ENSG00000166133	RPUSD2	-1.08357424556296	5.0533579566828	20.203310901896	6.96323128860773e-06	3.07933420244332e-05	TRUE
DUSP2	ENSG00000158050	DUSP2	1.07776779632584	6.56542942253786	20.1352272211203	7.21553874651132e-06	3.17770414995366e-05	TRUE
ID3	ENSG00000117318	ID3	-1.02791168879203	5.27311409345289	20.1131376211115	7.29935544478249e-06	3.21328679902713e-05	TRUE
OCEL1	ENSG00000099330	OCEL1	-1.15316625785731	5.00442452883291	20.0440841030352	7.56772792126888e-06	3.32229364986688e-05	TRUE
PIGW	ENSG00000277161	PIGW	-1.19730186141051	4.93445789619264	20.0438045180162	7.56883440533583e-06	3.32229364986688e-05	TRUE
PRKAR1A	ENSG00000108946	PRKAR1A	1.0121539553223	8.30818375837564	20.0188206207187	7.66836908375651e-06	3.36182311706507e-05	TRUE
PIN4	ENSG00000102309	PIN4	-1.06677747291444	5.05672063632285	19.9926293566168	7.77412503859972e-06	3.40538042036645e-05	TRUE
KIF24	ENSG00000186638	KIF24	-1.16007184047749	5.07284453377812	19.9596277641007	7.90946733990522e-06	3.45612864462388e-05	TRUE
DDX17	ENSG00000100201	DDX17	1.24964456233982	9.85472344347901	19.9585589946429	7.91388977677197e-06	3.4566415116935e-05	TRUE
MOSPD1	ENSG00000101928	MOSPD1	-1.05644231328446	5.12291011169145	19.9566224620535	7.9219092358536e-06	3.45773416025729e-05	TRUE
APLF	ENSG00000169621	APLF	-1.0586127102399	5.08136154430407	19.900750933975	8.15682793588125e-06	3.55691185400723e-05	TRUE
BPGM	ENSG00000172331	BPGM	-1.19321383654104	5.77030077872078	19.8873830003293	8.21406425571784e-06	3.58040326427029e-05	TRUE
HAL	ENSG00000084110	HAL	1.33744442704824	6.16857878467882	19.7984498962005	8.60524355483959e-06	3.74324576547396e-05	TRUE
PACRGL	ENSG00000163138	PACRGL	-1.16866778732334	5.06974927424003	19.7867904205896	8.65789681445437e-06	3.76153622318475e-05	TRUE
CHN2	ENSG00000106069	CHN2	-1.02847298580151	5.59131238781948	19.7614201450622	8.77358730238856e-06	3.80093521569277e-05	TRUE
SMG1P3	ENSG00000180747	SMG1P3	1.10416367587127	8.03636363822365	19.7595924930047	8.78198122848488e-06	3.80302321005613e-05	TRUE
TAF9B	ENSG00000187325	TAF9B	-1.13653180075974	5.17288460122753	19.7583399082437	8.78773867740658e-06	3.80396824766501e-05	TRUE
MYL6	ENSG00000092841	MYL6	1.14384926180895	9.05161362071881	19.7469732621641	8.84015848422297e-06	3.82316534901044e-05	TRUE
EML2	ENSG00000125746	EML2	1.02297402360531	6.39600620101964	19.7392525569693	8.87594315483052e-06	3.83590719607623e-05	TRUE
LEP	ENSG00000174697	LEP	1.35088398946116	6.15980731493226	19.7354562058845	8.89359215023559e-06	3.84197403485614e-05	TRUE
FADS1	ENSG00000149485	FADS1	-1.03691381677089	5.67762949430177	19.7258606032346	8.93835873464276e-06	3.8597458172321e-05	TRUE
AFMID	ENSG00000183077	AFMID	-1.14590437016562	5.15356810733826	19.716607579556	8.98174133236571e-06	3.87690579214487e-05	TRUE
SLC26A11	ENSG00000181045	SLC26A11	1.23101089126078	6.53206815441651	19.7157303038857	8.98586537552441e-06	3.87711304118328e-05	TRUE
NEIL2	ENSG00000154328	NEIL2	-1.13523324790306	5.00908643251348	19.6271875580681	9.41203361532967e-06	4.04622374412556e-05	TRUE
VPS37C	ENSG00000167987	VPS37C	1.06531588954135	6.36180028468659	19.6239093423929	9.42819591083971e-06	4.0515349148358e-05	TRUE
EPHA1	ENSG00000146904	EPHA1	-1.273826071583	5.43675750703713	19.5566124989407	9.76621115043416e-06	4.17990694451406e-05	TRUE
CAPS	ENSG00000105519	CAPS	-1.01077905069265	5.66912723240749	19.5246312720404	9.93108394678946e-06	4.24705519267845e-05	TRUE
ATP6V1E2	ENSG00000250565	ATP6V1E2	-1.07844432338455	5.00945805198503	19.5013523507817	1.00528486385036e-05	4.29567508087061e-05	TRUE
MS4A4E	ENSG00000214787	MS4A4E	-1.28377505242092	5.15582140921717	19.485902765143	1.01344870091703e-05	4.32708434099406e-05	TRUE
CCDC86	ENSG00000110104	CCDC86	-1.06197471151185	5.10998429335689	19.4840272346103	1.01444428516667e-05	4.3295977513732e-05	TRUE
ZHX2	ENSG00000178764	ZHX2	1.04852023121935	6.45701919574178	19.4620253398959	1.02619710081075e-05	4.37800206600896e-05	TRUE
CD276	ENSG00000103855	CD276	-1.1768067173081	6.29672422377723	19.4253749083773	1.04607912579096e-05	4.45924755545505e-05	TRUE
DNLZ	ENSG00000213221	DNLZ	-1.08071237706359	5.10486804173132	19.4227206563244	1.04753392819561e-05	4.46366079135012e-05	TRUE
ASF1A	ENSG00000111875	ASF1A	-1.08737919118142	5.50933617280898	19.4154486066423	1.05153017352891e-05	4.47889553496701e-05	TRUE
ZNF618	ENSG00000157657	ZNF618	-1.36185800376268	5.23481101656793	19.4115674560704	1.05366926283856e-05	4.48621086698773e-05	TRUE
RGPD2	ENSG00000185304	RGPD2	1.56098694914791	6.48767409953284	19.3913010053384	1.0649102640829e-05	4.53044590557461e-05	TRUE
COMMD3-BMI1	ENSG00000269897	COMMD3-BMI1	-1.09407417028584	5.16901208486368	19.3664689424715	1.07884793375594e-05	4.58424201883514e-05	TRUE
PTS	ENSG00000150787	PTS	-1.03778287150814	5.06292209094534	19.35269317182	1.08665880238794e-05	4.60883893609778e-05	TRUE
CFL1	ENSG00000172757	CFL1	1.10793695537938	9.16514889678304	19.3524409518247	1.08680233934862e-05	4.60883893609778e-05	TRUE
PMVK	ENSG00000163344	PMVK	-1.00793825685705	5.18923577534928	19.3258569044071	1.10203841818179e-05	4.67158915117698e-05	TRUE
